id,boletin,fecha,resumen,estado,url
6675,9954-05,2015-03-19,Modifica el Código Tributario en el sentido de facultar al Ministerio Público para querellarse por delitos tributarios.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9954-05
6676,9957-07,2015-03-19,Modifica el Código Penal aumentando las penas del delito de cohecho y otros delitos funcionarios.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9957-07
6677,9956-07,2015-03-19,"Modifica el Código Penal con el objeto de aumentar las penas de los delitos de cohecho, negociación incompatible y tráfico de influencias.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9956-07
6678,9950-03,2015-03-19,"Modifica el decreto con fuerza de ley N° 1, de 2004, del Ministerio de Economía, Fomento y Reconstrucción, que Fija el texto refundido, coordinado y sistematizado del decreto ley N° 211, de 1973, que Fija normas para la defensa de la libre competencia.",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9950-03
6679,9955-07,2015-03-19,"Modifica la ley N° 18.918, orgánica constitucional del Congreso Nacional, para establecer sanciones en el caso de que los oficios de fiscalización no sean respondidos en el plazo que indica.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9955-07
6680,9958-17,2015-03-20,"Modifica el decreto con fuerza de ley N°5.200, de 1929, del Ministerio de Educación Pública, para suprimir la eliminación de archivos y antecedentes por parte del Ministerio de Defensa Nacional, y de las Fuerzas Armadas y de Orden y Seguridad Pública.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9958-17
6681,9952-07,2015-03-26,Modifica el Código Civil para suprimir la prestación de alimentos en el caso de los abuelos que perciban pensiones bajas.,suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9952-07
6682,9961-01,2015-03-31,Establece normas sobre la actividad apícola y modifica los cuerpos legales que señala.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9961-01
6683,9959-18,2015-03-31,"Modifica la ley N°19.620, que Dicta Normas sobre Adopción de Menores, en protección de la infancia que es declarada susceptible de adopción por inhabilidad parental en razón de pobreza, marginalidad y riesgos implicados en ella.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9959-18
6684,9960-07,2015-03-31,"Modifica la ley N°18.918, orgánica constitucional del Congreso Nacional, para establecer, en las plantas de personal del Congreso Nacional, una cuota mínima para personas con discapacidad.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9960-07
6685,9908-07,2015-04-03,Modifica el Código Penal para aumentar la pena al delito de lesiones cometido contra menores por quienes los tienen bajo su cuidado.,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9908-07
6686,9910-06,2015-04-03,"Modifica la ley orgánica constitucional de Bases Generales de la Administración del Estado, estableciendo incompatibilidades aplicables a quienes hayan ejercido determinados cargos en el Gobierno, y fija la correspondiente sanción a su infracción.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9910-06
6687,9907-15,2015-04-03,Deroga en la ley que establece procedimiento ante los juzgados de policía local la prohibición de renovación del permiso de circulación por encontrarse vigente una anotación en el Registro de Multas del Tránsito no pagadas.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9907-15
6688,9909-07,2015-04-03,Modifica el Código de Procedimiento Civil en lo referido a la notificación del remate de bienes embargados.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9909-07
6689,10213-07,2015-04-08,Modifica el artículo 68 del Código Penal para limitar el efecto de las circunstancias atenuantes en la disminución de penas.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10213-07
6690,10227-04,2015-04-08,"Modifica la ley N° 20.370, Ley General de Educación, para proporcionar un sistema de salas cunas a las estudiantes de establecimientos de educación superior.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10227-04
6691,10212-07,2015-04-08,Modifica el artículo 68 del Código Penal para excluir la aplicación de circunstancias atenuantes en los delitos que tienen asignada determinada pena.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10212-07
6692,10220-11,2015-04-08,Confiere derechos a la mujer embarazada y al niño que está por nacer y establece un sistema de acompañamiento efectivo e integral a la maternidad.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10220-11
6693,10214-15,2015-04-08,Suspende la inscripción de taxis en el Registro Nacional de Servicios de Transportes de Pasajeros por el plazo que indica.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10214-15
6694,10219-07,2015-04-08,Modifica diversos cuerpos legales para fortalecer la persecución de delitos cometidos contra miembros de las Fuerzas de Orden y Seguridad Pública y restringe la procedencia de beneficios penitenciarios.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10219-07
6695,10217-15,2015-04-08,Modifica la ley de tránsito para incorporar disposiciones sobre convivencia de los distintos medios de transporte.,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10217-15
6696,10215-25,2015-04-08,Establece obligación de remitir cuenta de actividades del Ministerio Público de las Comisiones de la Cámara de Diputados que indica.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10215-25
6697,10216-04,2015-04-08,Exige a jardines infantiles y salas cunas contar con la autorización de los padres para exhibir fotografías de menores de edad en campañas publicitarias o sitios electrónicos.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10216-04
6698,10373-03,2015-04-11,"Modifica el inciso primero del artículo 4° de la ley N° 19.886, para establecer una inhabilidad especial para contratar con el Estado en caso de haber sido condenado en virtud del decreto ley N° 211, de 1973.",suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10373-03
6699,10374-06,2015-04-11,Modifica la ley orgánica constitucional de municipalidades para eliminar incompatibilidad entre el cargo de concejal y los cargos profesionales y técnicos en educación que existen en el ámbito municipal,rechazado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10374-06
6700,10375-03,2015-04-11,"Establece normas sobre protección de los derechos de los consumidores, regulando la formación del consentimiento en los contratos ofrecidos telefónicamente.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10375-03
6701,10376-11,2015-04-11,"Modifica la ley N°18.455, que fija normas sobre producción, elaboración y comercialización de alcoholes etílicos, bebidas alcohólicas y vinagres, para sancionar con una pena privativa de libertad la elaboración o venta de productos falsificados destinados a la bebida",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10376-11
6702,10390-06,2015-04-11,Declara feriado el día 21 de octubre para la región de Magallanes y Antártica Chilena.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10390-06
6703,10372-03,2015-04-11,Crea una nueva institucionalidad del sistema estadístico nacional.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10372-03
6704,10428-03,2015-04-12,"Establece la obligación de incorporar en el contrato de seguro automotriz, de manera clara y precisa, las menciones que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10428-03
6705,10429-15,2015-04-12,"Modifica la ley N°18.290, sobre Tránsito, para eximir de responsabilidad civil al dueño de un vehículo en el caso que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10429-15
6706,10427-10,2015-04-12,"Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de Santa Lucía sobre Exención del Requisito de Visa para los Titulares de Pasaportes Diplomáticos y Oficiales, suscrito en Castries, Santa Lucía, el 30 de octubre de 2014",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10427-10
6707,9993-25,2015-04-13,"Modifica la ley N°17.798, sobre Control de Armas, sancionando el porte e ingreso de armas en lugares de acceso público.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9993-25
6708,9983-07,2015-04-13,Modifica el Código Penal estableciendo la imprescriptibilidad de los delitos de tráfico ilícito de migrantes y trata de personas.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9983-07
6709,9977-07,2015-04-13,"Modifica el Código Penal con el fin de aumentar las penas a los delitos de cohecho, soborno y tráfico de influencias.",suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9977-07
6710,9979-05,2015-04-13,Modifica la ley General de Bancos para obligar a éstos a cambiar billetes de alta denominación por billetes o monedas de menor valor.,suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9979-05
6711,9982-03,2015-04-13,"Modifica la ley N° 19.496, que Establece Normas sobre Protección de los Derechos de los Consumidores, con el objeto de exigir la incorporación de un sello que certifique el nivel de seguridad de los vehículos.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9982-03
6712,9997-07,2015-04-13,"Modifica el Código Penal, con el objeto de aumentar las penas al delito de robo con homicidio.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9997-07
6713,9988-14,2015-04-14,"Modifica la ley General de Urbanismo y Construcciones, para disponer la iluminación de sitios eriazos.",suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9988-14
6714,9989-14,2015-04-14,"Modifica la ley General de Urbanismo y Construcciones, en materia de cierre de sitios eriazos.",suspendido,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9989-14
6715,9987-07,2015-04-14,Modifica el Código de Justicia Militar para fortalecer el accionar de Carabineros de Chile por la vía de las sanciones aplicables a quienes atenten en contra de sus funcionarios.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9987-07
6716,9992-02,2015-04-14,"Modifica la ley N° 18.948, orgánica constitucional de las Fuerzas Armadas, para otorgar un ascenso póstumo de carácter honorífico al personal de las ramas que las conforman.",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9992-02
6717,9985-05,2015-04-14,Otorga financiamiento a la reconstrucción de la zona norte afectada por el sistema frontal de mal tiempo acaecido a partir del 25 de marzo del año 2015.,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9985-05
6718,9994-06,2015-04-15,"Modifica la ley orgánica constitucional de Municipalidades para exigir a estas últimas la elaboración de informes sobre zonas de riesgo o de eventuales catástrofes en las comunas, con participación de las juntas de vecinos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9994-06
6719,9995-11,2015-04-15,"Modifica la ley N° 20.724, estableciendo la obligación de las empresas farmacéuticas de incorporar en sus sitios web el listado de precios de los medicamentos, en los casos y forma que indica.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9995-11
6720,9991-03,2015-04-15,"Modifica la ley N° 19.496, que Establece Normas sobre Protección de los Derechos de los Consumidores, con el objeto de establecer una compensación en favor de los usuarios de servicios básicos por la suspensión injustificada de estos últimos.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9991-03
6721,9986-03,2015-04-15,Modifica la ley que establece normas sobre protección de los derechos de los consumidores con el fin de homologar los precios que ofrecen los proveedores cualquiera que fuese la forma de pago.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9986-03
